Filters:
"In program","'Residential/Community Developer'"


"Parcel ID","Address","Owners"
="20182260060000","1845 W 58TH ST, Chicago, IL, 60636","-"
="16234140370000","1846 S KEDZIE AVE, Chicago, IL, 60623","-"
="16234140220000","1847 S SAWYER AVE, Chicago, IL, 60623","-"
="16234140230000","1849 S SAWYER AVE, Chicago, IL, 60623","-"
="16234000880000","1852 S DRAKE AVE, Chicago, IL, 60623","-"
="16233130470000","1852 S LAWNDALE AVE, Chicago, IL, 60623","-"
="16234000890000","1854 S DRAKE AVE, Chicago, IL, 60623","-"
="16234000900000","1856 S DRAKE AVE, Chicago, IL, 60623","-"
="16233130210000","1857 S RIDGEWAY AVE, Chicago, IL, 60623","-"
="16234220030000","1905 S SAWYER AVE, Chicago, IL, 60623","-"
="16234220070000","1919 S SAWYER AVE, Chicago, IL, 60623","-"
="15143110210000","1920 S 5TH AVE, Maywood, IL, 60153","-"
="16233190080000","1925 S SPRINGFIELD AVE, Chicago, IL, 60623","-"
="16234150740000","1936 S DRAKE AVE, Chicago, IL, 60623","-"
="20302000050000","1947 W 71ST ST, Chicago, IL, 60636","-"
="16234210160000","1949 S SPAULDING AVE, Chicago, IL, 60623","-"
="20193360470000","2001 W 70TH ST, Chicago, IL, 60636","-"
="20193360420000","2010 W 70TH PL, Chicago, IL, 60636","-"
="20193160370000","2018 W 68TH PL, Chicago, IL, 60636","-"
="20193160350000","2022 W 68TH PL, Chicago, IL, 60636","-"
="20193060370000","2024 W 67TH PL, Chicago, IL, 60636","-"
="20193360340000","2030 W 70TH PL, Chicago, IL, 60636","-"
="20193200110000","2033 W 68TH PL, Chicago, IL, 60636","-"
="20193160270000","2046 W 68TH PL, Chicago, IL, 60636","-"
="16234260140000","2100 S SPAULDING AVE, Chicago, IL, 60623","-"
="16234150480000","2136 S DRAKE AVE, Chicago, IL, 60623","-"
="20254030330000","2143 E 75TH ST, Chicago, IL, 60649","-"
="16261020220000","2243 S SPRINGFIELD AVE, Chicago, IL, 60623","-"
="20254290350000","2310 E 79TH ST, Chicago, IL, 60649","-"
="25122300030000","2315 E 96TH ST, Chicago, IL, 60617","-"
="20301090050000","2315 W 72ND ST, Chicago, IL, 60636","-"
="21303260240000","2444 E 79TH ST, Chicago, IL, 60649","-"
="16292200380000","2444 S 57TH AVE, Cicero, IL, 60804","-"
="26063220040000","2604 E 95TH ST, Chicago, IL, 60617","-"
="16264010350000","2634 S SAINT LOUIS AVE, Chicago, IL, 60623","-"
="21303140040000","2715 E 76TH PL, Chicago, IL, 60649","-"
="16133190130000","2829 W ARTHINGTON ST, Chicago, IL, 60612","-"
="16131060170000","2834 W MONROE ST, Chicago, IL, 60612","-"
="16133030310000","2836 W FLOURNOY ST, Chicago, IL, 60612","-"
="16133020390000","2901 W HARRISON ST, Chicago, IL, 60612","-"
="16133060280000","2907 W FLOURNOY ST, Chicago, IL, 60612","-"
="16133020180000","2907 W HARRISON ST, Chicago, IL, 60612","-"
="16133020140000","2917 W HARRISON ST, Chicago, IL, 60612","-"
="16133020110000","2923 W HARRISON ST, Chicago, IL, 60612","-"
="16133180110000","2933 W ARTHINGTON ST, Chicago, IL, 60612","-"
="16133180080000","2941 W ARTHINGTON ST, Chicago, IL, 60612","-"
="16131040120000","2941 W MONROE ST, Chicago, IL, 60612","-"
="16131100100000","2941 W WILCOX ST, Chicago, IL, 60612","-"
="16133090220000","3007 W LEXINGTON ST, Chicago, IL, 60612","-"
="16131200050000","3015 W JACKSON BLVD, Chicago, IL, 60612","-"
="16133050160000","3021 W FLOURNOY ST, Chicago, IL, 60612","-"
="16133170030000","3051 W ARTHINGTON ST, Chicago, IL, 60612","-"
="16133170020000","3055 W ARTHINGTON ST, Chicago, IL, 60612","-"
="16131130090000","3107 W FIFTH AVE, Chicago, IL, 60612","-"
="16133120400000","3110 W ARTHINGTON ST, Chicago, IL, 60612","-"
="16133000260000","3114 W FLOURNOY ST, Chicago, IL, 60612","-"
="16133160360000","3122 W TAYLOR ST, Chicago, IL, 60612","-"
="16131070200000","3125 W MONROE ST, Chicago, IL, 60612","-"
="16131070210000","3125 W MONROE ST, Chicago, IL, 60612","-"
="16131070400000","3126 W FIFTH AVE, Chicago, IL, 60612","-"
="16133160350000","3126 W TAYLOR ST, Chicago, IL, 60612","-"
="16133200050000","3132 W FILLMORE ST, Chicago, IL, 60612","-"
="16133160150000","3133 W ARTHINGTON ST, Chicago, IL, 60612","-"
="19123160120000","3141 W 53RD ST, Chicago, IL, 60632","-"
="16114110550000","3201 W WALNUT ST, Chicago, IL, 60624","-"
="16114110150000","3325 W WALNUT ST, Chicago, IL, 60624","-"
="16114080530000","3328 W WALNUT ST, Chicago, IL, 60624","-"
="16114110140000","3329 W WALNUT ST, Chicago, IL, 60624","-"
="16114110130000","3331 W WALNUT ST, Chicago, IL, 60624","-"
="16114080520000","3332 W WALNUT ST, Chicago, IL, 60624","-"
="16024260110000","3340 W CHICAGO AVE, Chicago, IL, 60651","-"
="16114110010000","3359 W WALNUT ST, Chicago, IL, 60624","-"
="16142050200000","3409 W MONROE ST, Chicago, IL, 60624","-"
="16024210410000","3440 W CHICAGO AVE, Chicago, IL, 60651","-"
="16142160360000","3500 W VAN BUREN ST, Chicago, IL, 60624","-"
="16142040180000","3509 W MONROE ST, Chicago, IL, 60624","-"
="16142240400000","3516 W CONGRESS PKY, Chicago, IL, 60624","-"
="16142160070000","3553 W FIFTH AVE, Chicago, IL, 60624","-"
="16142160020000","3573 W FIFTH AVE, Chicago, IL, 60624","-"
="16142160010000","3575 W FIFTH AVE, Chicago, IL, 60624","-"
="16231060030000","3621 W ROOSEVELT RD, Chicago, IL, 60624","-"
="16141200010000","3631 W FIFTH AVE, Chicago, IL, 60624","-"
="16023310400000","3640 W CHICAGO AVE, Chicago, IL, 60651","-"
="16143280220000","3649 W GRENSHAW ST, Chicago, IL, 60624","-"
="16143280230000","3649 W GRENSHAW ST, Chicago, IL, 60624","-"
="16111240060000","3649 W OHIO ST, Chicago, IL, 60624","-"
="16111240040000","3653 W OHIO ST, Chicago, IL, 60624","-"
="16111240030000","3655 W OHIO ST, Chicago, IL, 60624","-"
="16023310350000","3658 W CHICAGO AVE, Chicago, IL, 60651","-"
="16023040050000","3747 W DIVISION ST, Chicago, IL, 60651","-"
="16111210020000","3815 W OHIO ST, Chicago, IL, 60624","-"
="16111200420000","3834 W FERDINAND ST, Chicago, IL, 60624","-"
="16141050190000","3842 W ADAMS ST, Chicago, IL, 60624","-"
="16143060050000","3849 W FLOURNOY ST, Chicago, IL, 60624","-"
="16143270370000","3860 W ROOSEVELT RD, Chicago, IL, 60624","-"
="16231230390000","3900 W 16TH ST, Chicago, IL, 60623","-"
="16111010440000","3904 W HURON ST, Chicago, IL, 60624","-"
="16231230370000","3910 W 16TH ST, Chicago, IL, 60623","-"
="16023260380000","3914 W CHICAGO AVE, Chicago, IL, 60651","-"
="16023260360000","3920 W CHICAGO AVE, Chicago, IL, 60651","-"
="16111090290000","3934 W ONTARIO ST, Chicago, IL, 60624","-"
="16111090280000","3936 W ONTARIO ST, Chicago, IL, 60624","-"
="16111090140000","3937 W ERIE ST, Chicago, IL, 60624","-"
="16111090270000","3938 W ONTARIO ST, Chicago, IL, 60624","-"
="16143190050000","3940 W FILLMORE ST, Chicago, IL, 60624","-"
="16111100290000","3940 W OHIO ST, Chicago, IL, 60624","-"
="16111100270000","3944 W OHIO ST, Chicago, IL, 60624","-"
="16111100110000","3945 W ONTARIO ST, Chicago, IL, 60624","-"
="16111090220000","3948 W ONTARIO ST, Chicago, IL, 60624","-"
="16111100090000","3949 W ONTARIO ST, Chicago, IL, 60624","-"
="16111100220000","3954 W OHIO ST, Chicago, IL, 60624","-"
="16111100210000","3956 W OHIO ST, Chicago, IL, 60624","-"
="16111100050000","3957 W ONTARIO ST, Chicago, IL, 60624","-"
="16111180010000","3959 W OHIO ST, Chicago, IL, 60624","-"
="16222070010000","4015 W ROOSEVELT RD, Chicago, IL, 60624","-"
="16104210300000","4018 W WASHINGTON BLVD, Chicago, IL, 60624","-"
="16154240300000","4026 W GRENSHAW ST, Chicago, IL, 60624","-"
="16154120140000","4027 W FIFTH AVE, Chicago, IL, 60624","-"
="16154140360000","4034 W ARTHINGTON ST, Chicago, IL, 60624","-"
="16152230290000","4040 W VAN BUREN ST, Chicago, IL, 60624","-"
="16152070290000","4042 W WILCOX ST, Chicago, IL, 60624","-"
="16154060260000","4100 W FIFTH AVE, Chicago, IL, 60624","-"
="16272050040000","4103 W CERMAK RD, Chicago, IL, 60623","-"
="16104060160000","4121 W CARROLL AVE, Chicago, IL, 60624","-"
="16222040010000","4123 W ROOSEVELT RD, Chicago, IL, 60624","-"
="16104020280000","4124 W CARROLL AVE, Chicago, IL, 60624","-"
="16222040060000","4141 W ROOSEVELT RD, Chicago, IL, 60624","-"
="16104020200000","4142 W CARROLL AVE, Chicago, IL, 60624","-"
="16152180270000","4142 W GLADYS AVE, Chicago, IL, 60624","-"
="16152180260000","4146 W GLADYS AVE, Chicago, IL, 60624","-"
="16154270270000","4146 W ROOSEVELT RD, Chicago, IL, 60624","-"
="16104020160000","4152 W CARROLL AVE, Chicago, IL, 60624","-"
="16152060010000","4159 W MONROE ST, Chicago, IL, 60624","-"
="16104050180000","4217 W CARROLL AVE, Chicago, IL, 60624","-"
="16104050170000","4219 W CARROLL AVE, Chicago, IL, 60624","-"
="16152090120000","4229 W WILCOX ST, Chicago, IL, 60624","-"
="16152090110000","4231 W WILCOX ST, Chicago, IL, 60624","-"
="16104010290000","4232 W CARROLL AVE, Chicago, IL, 60624","-"
="16154220100000","4235 W FILLMORE ST, Chicago, IL, 60624","-"
="16104190070000","4247 W WEST END AVE, Chicago, IL, 60624","-"
="16104010190000","4258 W CARROLL AVE, Chicago, IL, 60624","-"
="16222010090000","4301 W ROOSEVELT RD, Chicago, IL, 60624","-"
="16152200200000","4307 W GLADYS AVE, Chicago, IL, 60624","-"
="16224020150000","4323 W 17TH ST, Chicago, IL, 60623","-"
="16152120320000","4336 W JACKSON BLVD, Chicago, IL, 60624","-"
="16224000320000","4340 W 17TH ST, Chicago, IL, 60623","-"
="16224000330000","4342 W 17TH ST, Chicago, IL, 60623","-"
="16224000340000","4346 W 17TH ST, Chicago, IL, 60623","-"
="16103110270000","4408 W FULTON ST, Chicago, IL, 60624","-"
="16151030340000","4408 W MONROE ST, Chicago, IL, 60624","-"
="16151240190000","4415 W GLADYS AVE, Chicago, IL, 60624","-"
="16103110240000","4418 W FULTON ST, Chicago, IL, 60624","-"
="20044080440000","4422 S WELLS ST, Chicago, IL, 60609","-"
="16151190070000","4523 W JACKSON BLVD, Chicago, IL, 60624","-"
="16151190060000","4527 W JACKSON BLVD, Chicago, IL, 60624","-"
="16151190050000","4529 W JACKSON BLVD, Chicago, IL, 60624","-"
="16103250010000","4663 W WEST END AVE, Chicago, IL, 60644","-"
="16101080360000","4716 W RACE AVE, Chicago, IL, 60644","-"
="16103280240000","4720 W MADISON ST, Chicago, IL, 60644","-"
="16153100370000","4722 W ARTHINGTON ST, Chicago, IL, 60644","-"
="16151040130000","4725 W MONROE ST, Chicago, IL, 60644","-"
="16101020130000","4725 W SUPERIOR ST, Chicago, IL, 60644","-"
="16151040120000","4727 W MONROE ST, Chicago, IL, 60644","-"
="16153100340000","4728 W ARTHINGTON ST, Chicago, IL, 60644","-"
="16103140070000","4732 W MAYPOLE AVE, Chicago, IL, 60644","-"
="16153120080000","4743 W ARTHINGTON ST, Chicago, IL, 60644","-"
="16153120070000","4747 W ARTHINGTON ST, Chicago, IL, 60644","-"
="16162210690000","4814 W HARRISON ST, Chicago, IL, 60644","-"
="16094280160000","4815 W WASHINGTON BLVD, Chicago, IL, 60644","-"
="16162210680000","4816 W HARRISON ST, Chicago, IL, 60644","-"
="16162210340000","4821 W CONGRESS PKY, Chicago, IL, 60644","-"
="16092310230000","4826 W KINZIE ST, Chicago, IL, 60644","-"
="16092310130000","4827 W HUBBARD ST, Chicago, IL, 60644","-"
="16094050280000","4844 W FULTON ST, Chicago, IL, 60644","-"
="16164090590000","4854 W ARTHINGTON ST, Chicago, IL, 60644","-"
="16094230160000","4901 W WEST END AVE, Chicago, IL, 60644","-"
="16164090900000","4904 W ARTHINGTON ST, Chicago, IL, 60644","-"
="16162020570000","4915 W MADISON ST, Chicago, IL, 60644","-"
="16162050030000","4939 W MONROE ST, Chicago, IL, 60644","-"
="16162200380000","4940 W CONGRESS PKY, Chicago, IL, 60644","-"
="16162200030000","4943 W VAN BUREN ST, Chicago, IL, 60644","-"
="20082150290000","5016 S ABERDEEN ST, Chicago, IL, 60609","-"
="20091120430000","5018 S UNION AVE, Chicago, IL, 60609","-"
="16094150040000","5047 W MAYPOLE AVE, Chicago, IL, 60644","-"
="16162010090000","5063 W MADISON ST, Chicago, IL, 60644","-"
="20074050010000","5101 S HERMITAGE AVE, Chicago, IL, 60609","-"
="16332100140000","5128 W 32ND PL, Cicero, IL, 60804","-"
="20074050170000","5149 S HERMITAGE AVE, Chicago, IL, 60609","-"
="20084110350000","5230 S MORGAN ST, Chicago, IL, 60609","-"
="16091200200000","5244 W FERDINAND ST, Chicago, IL, 60644","-"
="16161020140000","5252 W MONROE ST, Chicago, IL, 60644","-"
="20074170060000","5313 S WINCHESTER AVE, Chicago, IL, 60609","-"
="20084160360000","5332 S ABERDEEN ST, Chicago, IL, 60609","-"
="20083140200000","5349 S LAFLIN ST, Chicago, IL, 60609","-"
="20084170210000","5355 S ABERDEEN ST, Chicago, IL, 60609","-"
="16161040520000","5408 W ADAMS ST, Chicago, IL, 60644","-"
="16093020250000","5408 W FULTON ST, Chicago, IL, 60644","-"
="16093020190000","5428 W FULTON ST, Chicago, IL, 60644","-"
="16281010210000","5438 W 22ND PL, Cicero, IL, 60804","-"
="20181060220000","5514 S DAMEN AVE, Chicago, IL, 60636","-"
="20162070100000","5529 S LAFAYETTE AVE, Chicago, IL, 60621","-"
="20162070120000","5535 S LAFAYETTE AVE, Chicago, IL, 60621","-"
="20182000250000","5536 S WINCHESTER AVE, Chicago, IL, 60636","-"
="20162060600000","5540 S LAFAYETTE AVE, Chicago, IL, 60621","-"
="20162070160000","5545 S LAFAYETTE AVE, Chicago, IL, 60621","-"
="20162050320000","5546 S PERRY AVE, Chicago, IL, 60621","-"
="20182080220000","5606 S WINCHESTER AVE, Chicago, IL, 60636","-"
="20162060270000","5607 S PERRY AVE, Chicago, IL, 60621","-"
="20182080230000","5610 S WINCHESTER AVE, Chicago, IL, 60636","-"
="20162000580000","5612 S SHIELDS AVE, Chicago, IL, 60621","-"
="20172080300000","5614 S MAY ST, Chicago, IL, 60621","-"
="20182100260000","5616 S HONORE ST, Chicago, IL, 60636","-"
="20172080310000","5616 S MAY ST, Chicago, IL, 60621","-"
="20171090300000","5620 S LAFLIN ST, Chicago, IL, 60636","-"
="20172120280000","5622 S SANGAMON ST, Chicago, IL, 60621","-"
="20171100100000","5623 S LAFLIN ST, Chicago, IL, 60636","-"
="20162060760000","5626 S LAFAYETTE AVE, Chicago, IL, 60621","-"
="20172120290000","5626 S SANGAMON ST, Chicago, IL, 60621","-"
="20172120100000","5629 S MORGAN ST, Chicago, IL, 60621","-"
="20171150360000","5630 S RACINE AVE, Chicago, IL, 60636","-"
="20171150370000","5632 S RACINE AVE, Chicago, IL, 60636","-"
="20172120310000","5632 S SANGAMON ST, Chicago, IL, 60621","-"
="20172080400000","5636 S MAY ST, Chicago, IL, 60621","-"
="20171150380000","5636 S RACINE AVE, Chicago, IL, 60636","-"
="20171150390000","5638 S RACINE AVE, Chicago, IL, 60636","-"
="20172130130000","5639 S SANGAMON ST, Chicago, IL, 60621","-"
="20171100200000","5649 S LAFLIN ST, Chicago, IL, 60636","-"
="20171150460000","5658 S RACINE AVE, Chicago, IL, 60636","-"
="20182080390000","5658 S WINCHESTER AVE, Chicago, IL, 60636","-"
="20182110200000","5659 S HONORE ST, Chicago, IL, 60636","-"
="20172180030000","5705 S ABERDEEN ST, Chicago, IL, 60621","-"
="20172180040000","5709 S ABERDEEN ST, Chicago, IL, 60621","-"
="20171160240000","5710 S JUSTINE ST, Chicago, IL, 60636","-"
="20171210310000","5718 S THROOP ST, Chicago, IL, 60636","-"
="20171170300000","5720 S LAFLIN ST, Chicago, IL, 60636","-"
="20162150090000","5727 S LAFAYETTE AVE, Chicago, IL, 60621","-"
="20171210350000","5728 S THROOP ST, Chicago, IL, 60636","-"
="20172200120000","5737 S MORGAN ST, Chicago, IL, 60621","-"
="20181180190000","5741 S SEELEY AVE, Chicago, IL, 60636","-"
="20182220410000","5748 S MARSHFIELD AVE, Chicago, IL, 60636","-"
="20172200350000","5748 S SANGAMON ST, Chicago, IL, 60621","-"
="20182190370000","5748 S WOOD ST, Chicago, IL, 60636","-"
="20162210080000","5751 S LAFAYETTE AVE, Chicago, IL, 60621","-"
="20172260170000","5800 S CARPENTER ST, Chicago, IL, 60621","-"
="20172240090000","5800 S MAY ST, Chicago, IL, 60621","-"
="20172270010000","5801 S CARPENTER ST, Chicago, IL, 60621","-"
="20161220010000","5801 S UNION AVE, Chicago, IL, 60621","-"
="20161220020000","5803 S UNION AVE, Chicago, IL, 60621","-"
="20182300030000","5805 S PAULINA ST, Chicago, IL, 60636","-"
="20161220030000","5805 S UNION AVE, Chicago, IL, 60621","-"
="20171290040000","5807 S ADA ST, Chicago, IL, 60636","-"
="20161210030000","5807 S EMERALD AVE, Chicago, IL, 60621","-"
="20182300040000","5807 S PAULINA ST, Chicago, IL, 60636","-"
="20172250150000","5810 S ABERDEEN ST, Chicago, IL, 60621","-"
="20172260210000","5810 S CARPENTER ST, Chicago, IL, 60621","-"
="20182290040000","5811 S HERMITAGE AVE, Chicago, IL, 60636","-"
="20182250050000","5811 S WINCHESTER AVE, Chicago, IL, 60636","-"
="20171250210000","5816 S LAFLIN ST, Chicago, IL, 60636","-"
="20172260080000","5819 S ABERDEEN ST, Chicago, IL, 60621","-"
="20172270080000","5819 S CARPENTER ST, Chicago, IL, 60621","-"
="20182260180000","5822 S HONORE ST, Chicago, IL, 60636","-"
="20162210220000","5831 S LAFAYETTE AVE, Chicago, IL, 60621","-"
="20162210230000","5833 S LAFAYETTE AVE, Chicago, IL, 60621","-"
="20161200220000","5836 S EMERALD AVE, Chicago, IL, 60621","-"
="20172290250000","5836 S PEORIA ST, Chicago, IL, 60621","-"
="20172270140000","5841 S CARPENTER ST, Chicago, IL, 60621","-"
="20184050280000","5916 S PAULINA ST, Chicago, IL, 60636","-"
="20164000360000","5924 S PRINCETON AVE, Chicago, IL, 60621","-"
="20173010390000","5940 S LAFLIN ST, Chicago, IL, 60636","-"
="20173010440000","5952 S LAFLIN ST, Chicago, IL, 60636","-"
="20173000390000","5958 S JUSTINE ST, Chicago, IL, 60636","-"
="20163010530000","5964 S LOWE AVE, Chicago, IL, 60621","-"
="20174120020000","6003 S MORGAN ST, Chicago, IL, 60621","-"
="20184110030000","6005 S HONORE ST, Chicago, IL, 60636","-"
="20174090080000","6021 S MAY ST, Chicago, IL, 60621","-"
="20173120080000","6025 S LOOMIS BLVD, Chicago, IL, 60636","-"
="20174090330000","6036 S ABERDEEN ST, Chicago, IL, 60621","-"
="20174090340000","6040 S ABERDEEN ST, Chicago, IL, 60621","-"
="20173110150000","6041 S BISHOP ST, Chicago, IL, 60636","-"
="20174090350000","6044 S ABERDEEN ST, Chicago, IL, 60621","-"
="20174140400000","6044 S GREEN ST, Chicago, IL, 60621","-"
="20173110160000","6045 S BISHOP ST, Chicago, IL, 60636","-"
="20174110180000","6045 S CARPENTER ST, Chicago, IL, 60621","-"
="20174220240000","6114 S GREEN ST, Chicago, IL, 60621","-"
="20173200110000","6115 S LOOMIS BLVD, Chicago, IL, 60636","-"
="20174220100000","6131 S PEORIA ST, Chicago, IL, 60621","-"
="20174180190000","6139 S ABERDEEN ST, Chicago, IL, 60621","-"
="19134220130000","6141 S CAMPBELL AVE, Chicago, IL, 60629","-"
="20173200410000","6142 S ADA ST, Chicago, IL, 60636","-"
="19134220350000","6150 S ARTESIAN AVE, Chicago, IL, 60629","-"
="20173270430000","6209 S LAFLIN ST, Chicago, IL, 60636","-"
="20192030140000","6331 S HONORE ST, Chicago, IL, 60636","-"
="20222010340000","6335 S VERNON AVE, Chicago, IL, 60637","-"
="20202020200000","6349 S ABERDEEN ST, Chicago, IL, 60621","-"
="20192100280000","6420 S HONORE ST, Chicago, IL, 60636","-"
="20192130290000","6428 S PAULINA ST, Chicago, IL, 60636","-"
="20192100100000","6429 S WOLCOTT AVE, Chicago, IL, 60636","-"
="20192090430000","6434 S WOLCOTT AVE, Chicago, IL, 60636","-"
="20201140060000","6515 S LAFLIN ST, Chicago, IL, 60636","-"
="20192160310000","6522 S WINCHESTER AVE, Chicago, IL, 60636","-"
="20192170120000","6533 S WINCHESTER AVE, Chicago, IL, 60636","-"
="19242290160000","6600 S CAMPBELL AVE, Chicago, IL, 60629","-"
="20191240240000","6606 S OAKLEY AVE, Chicago, IL, 60636","-"
="20192270230000","6608 S WOOD ST, Chicago, IL, 60636","-"
="20222240180000","6610 S VERNON AVE, Chicago, IL, 60637","-"
="20202290050000","6611 S SANGAMON ST, Chicago, IL, 60621","-"
="20191290280000","6616 S DAMEN AVE, Chicago, IL, 60636","-"
="20222250240000","6616 S MARQUETTE RD, Chicago, IL, 60637","-"
="20202310270000","6618 S HALSTED ST, Chicago, IL, 60621","-"
="20211290200000","6620 S STEWART AVE, Chicago, IL, 60621","-"
="20211250510000","6621 S UNION AVE, Chicago, IL, 60621","-"
="20212180090000","6623 S PERRY AVE, Chicago, IL, 60621","-"
="20221050470000","6642 S MICHIGAN AVE, Chicago, IL, 60637","-"
="20222270180000","6643 S RHODES AVE, Chicago, IL, 60637","-"
="20221070430000","6646 S INDIANA AVE, Chicago, IL, 60637","-"
="20221050540000","6662 S MICHIGAN AVE, Chicago, IL, 60637","-"
="20224010270000","6718 S RHODES AVE, Chicago, IL, 60637","-"
="20194030290000","6720 S WOOD ST, Chicago, IL, 60636","-"
="20194070120000","6733 S MARSHFIELD AVE, Chicago, IL, 60636","-"
="20194060360000","6738 S MARSHFIELD AVE, Chicago, IL, 60636","-"
="20214020230000","6740 S PERRY AVE, Chicago, IL, 60621","-"
="20194010250000","6751 S WINCHESTER AVE, Chicago, IL, 60636","-"
="20213020340000","6752 S LOWE AVE, Chicago, IL, 60621","-"
="20203040270000","6759 S LOOMIS ST, Chicago, IL, 60636","-"
="20194100220000","6806 S HONORE ST, Chicago, IL, 60636","-"
="20194100230000","6810 S HONORE ST, Chicago, IL, 60636","-"
="20223110060000","6813 S CALUMET AVE, Chicago, IL, 60637","-"
="20223060070000","6813 S STATE ST, Chicago, IL, 60637","-"
="20194130260000","6818 S PAULINA ST, Chicago, IL, 60636","-"
="20204100090000","6823 S ABERDEEN ST, Chicago, IL, 60621","-"
="20203090110000","6827 S JUSTINE ST, Chicago, IL, 60636","-"
="20194080110000","6829 S DAMEN AVE, Chicago, IL, 60636","-"
="20203110290000","6830 S LOOMIS ST, Chicago, IL, 60636","-"
="20203150320000","6830 S RACINE AVE, Chicago, IL, 60636","-"
="20203100320000","6834 S BISHOP ST, Chicago, IL, 60636","-"
="20194100150000","6837 S WOLCOTT AVE, Chicago, IL, 60636","-"
="20194120170000","6841 S WOOD ST, Chicago, IL, 60636","-"
="20234120390000","6842 S DORCHESTER AVE, Chicago, IL, 60637","-"
="20213060310000","6844 S EMERALD AVE, Chicago, IL, 60621","-"
="20194080460000","6845 S DAMEN AVE, Chicago, IL, 60636","-"
="20224140270000","6936 S VERNON AVE, Chicago, IL, 60637","-"
="20194190620000","6959 S HONORE ST, Chicago, IL, 60636","-"
="20234230210000","7008 S HARPER AVE, Chicago, IL, 60637","-"
="20194240070000","7017 S DAMEN AVE, Chicago, IL, 60636","-"
="20214220060000","7019 S YALE AVE, Chicago, IL, 60621","-"
="20194240340000","7022 S WINCHESTER AVE, Chicago, IL, 60636","-"
="20194290120000","7031 S HERMITAGE AVE, Chicago, IL, 60636","-"
="20213260290000","7038 S NORMAL BLVD, Chicago, IL, 60621","-"
="20203250170000","7043 S JUSTINE ST, Chicago, IL, 60636","-"
="20282020180000","7110 S YALE AVE, Chicago, IL, 60621","-"
="20302040290000","7114 S HERMITAGE AVE, Chicago, IL, 60636","-"
="20302000490000","7114 S WINCHESTER AVE, Chicago, IL, 60636","-"
="20282020190000","7116 S YALE AVE, Chicago, IL, 60621","-"
="20261050080000","7125 S GREENWOOD AVE, Chicago, IL, 60619","-"
="20302050160000","7125 S HERMITAGE AVE, Chicago, IL, 60636","-"
="20292000160000","7133 S RACINE AVE, Chicago, IL, 60636","-"
="20282000220000","7134 S HARVARD AVE, Chicago, IL, 60621","-"
="20302040190000","7135 S WOOD ST, Chicago, IL, 60636","-"
="20302060430000","7158 S MARSHFIELD AVE, Chicago, IL, 60636","-"
="20302120220000","7200 S HERMITAGE AVE, Chicago, IL, 60636","-"
="20272090130000","7241 S VERNON AVE, Chicago, IL, 60619","-"
="20282100130000","7245 S PRINCETON AVE, Chicago, IL, 60621","-"
="20302100530000","7253 S WOLCOTT AVE, Chicago, IL, 60636","-"
="20292140230000","7259 S PEORIA ST, Chicago, IL, 60621","-"
="20281100200000","7259 S UNION AVE, Chicago, IL, 60621","-"
="20272210230000","7302 S LANGLEY AVE, Chicago, IL, 60619","-"
="20302170150000","7337 S WINCHESTER AVE, Chicago, IL, 60636","-"
="20251240130000","7344 S RIDGELAND AVE, Chicago, IL, 60649","-"
="20251240140000","7348 S RIDGELAND AVE, Chicago, IL, 60649","-"
="20261230110000","7400 S MARYLAND AVE, Chicago, IL, 60619","-"
="20262250220000","7410 S KENWOOD AVE, Chicago, IL, 60619","-"
="20281240060000","7419 S NORMAL AVE, Chicago, IL, 60621","-"
="20272290120000","7435 S CHAMPLAIN AVE, Chicago, IL, 60619","-"
="20261290070000","7440 S SOUTH CHICAGO AVE, Chicago, IL, 60619","-"
="20263000330000","7534 S MARYLAND AVE, Chicago, IL, 60619","-"
="20263020160000","7535 S DREXEL AVE, Chicago, IL, 60619","-"
="21303100030000","7619 S KINGSTON AVE, Chicago, IL, 60649","-"
="20283120240000","7636 S EGGLESTON AVE, Chicago, IL, 60620","-"
="20274200260000","7712 S CHAMPLAIN AVE, Chicago, IL, 60619","-"
="20263120260000","7714 S DREXEL AVE, Chicago, IL, 60619","-"
="20254210280000","7726 S CRANDON AVE, Chicago, IL, 60649","-"
="21304070390000","7812 S MUSKEGON AVE, Chicago, IL, 60649","-"
="20263190290000","7824 S INGLESIDE AVE, Chicago, IL, 60619","-"
="20263190310000","7836 S INGLESIDE AVE, Chicago, IL, 60619","-"
="20263210060000","7841 S ELLIS AVE, Chicago, IL, 60619","-"
="21303250230000","7842 S PHILLIPS AVE, Chicago, IL, 60649","-"
="20304350340000","7846 S ASHLAND AVE, Chicago, IL, 60620","-"
="20331010090000","7913 S EMERALD AVE, Chicago, IL, 60620","-"
="20322000310000","7915 S RACINE AVE, Chicago, IL, 60620","-"
="20331010270000","7918 S UNION AVE, Chicago, IL, 60620","-"
="20331050200000","7930 S NORMAL AVE, Chicago, IL, 60620","-"
="20331050360000","7930 S NORMAL AVE, Chicago, IL, 60620","-"
="20331050370000","7934 S NORMAL AVE, Chicago, IL, 60620","-"
="20331010340000","7944 S UNION AVE, Chicago, IL, 60620","-"
="20352000320000","7950 S AVALON AVE, Chicago, IL, 60619","-"
="20331010360000","7952 S UNION AVE, Chicago, IL, 60620","-"
="20331010370000","7956 S UNION AVE, Chicago, IL, 60620","-"
="20331150170000","8049 S VINCENNES AVE, Chicago, IL, 60620","-"
="20331080150000","8057 S HALSTED ST, Chicago, IL, 60620","-"
