Parcel ID,Address,Investment Flag,Estimated Value,Confidence,Comp Count,Price/sqft,Sqft,Beds,Baths,Year Built,Assessed Value,Last Sale Price,Last Sale Date,Prop Type,Status,Notes
32252070260000,"2051 218TH ST, SAUK VILLAGE, IL, 60411",NO,"$152,500",LOW,24,N/A,,3,,,N/A,N/A,,,success,24 comp(s) used | variance 43.8%
